ViewTime is Morning and WeekDayIndex is 16
Got 2031 ratings from 889 users on 69 Items.
Training: 1229, validation: 388, test: 414
(2.938929750990839, 3.0)
(4.2221517120429715, 5.0)
(3.681213090786971, 4.0)
(4.404394801020285, 5.0)
(4.941947292939545, 5.0)
(3.777699382586877, 4.0)
(3.095767509626519, 1.0)
(3.4732792250932296, 3.0)
(2.9049048535323996, 3.0)
(2.7717085843424147, 1.0)
(2.8971672839793925, 3.0)
(3.09270053430967, 3.0)
(4.038715037787609, 4.0)
(2.9454482625427105, 3.0)
(2.627850869228436, 5.0)
(2.8835831395853404, 3.0)
(1.0951158136266577, 3.0)
(3.1192546202737916, 3.0)
(4.902501549902301, 4.0)
(3.3234586027386723, 4.0)
(2.1125280114831977, 3.0)
(3.578628861441009, 5.0)
(1.568602322901743, 1.0)
(3.7918694159229736, 4.0)
(2.2523549457675895, 3.0)
(4.23029921699606, 5.0)
(4.09473843431357, 5.0)
(2.199934577627667, 5.0)
(4.2876183005812525, 5.0)
(3.746257850254775, 4.0)
(2.8918697902879753, 3.0)
(1.9322928299074866, 3.0)
(1.2844763805511932, 5.0)
(3.8470879242533575, 4.0)
(2.085760931785156, 2.0)
(2.2129876565135693, 4.0)
(2.716859697904351, 5.0)
(2.054689008533618, 4.0)
(2.4981704100315905, 5.0)
(1.8020649525933523, 1.0)
(4.200921125140749, 5.0)
(2.376060825804291, 4.0)
(2.0410171274170024, 3.0)
(3.2079466491363315, 3.0)
(2.693701346544061, 3.0)
(3.7379506407671745, 4.0)
(4.664042674280417, 5.0)
(3.0248254840769624, 3.0)
(4.115714566801703, 4.0)
(2.230205224350833, 4.0)
(1.017925348284574, 1.0)
(2.2646864043815116, 4.0)
(0.8984304700563572, 1.0)
(3.738297899782035, 4.0)
(2.9112273630625323, 3.0)
(2.8052398149369924, 4.0)
(3.1871925027646153, 3.0)
(2.0333265298003003, 4.0)
(4.568739798289694, 5.0)
(2.8915472838763856, 3.0)
(4.457297103129712, 5.0)
(2.9677749187407056, 3.0)
(0.7402723361276596, 1.0)
(2.731096376400363, 3.0)
(4.76970057037477, 5.0)
(2.8568688565500864, 3.0)
(2.937023327384942, 3.0)
(2.4083459241611056, 3.0)
(4.011501886606322, 4.0)
(2.1481723309126632, 5.0)
(4.147663379527931, 5.0)
(3.6991418137965133, 5.0)
(0.705127203640153, 3.0)
(3.2373958591018197, 3.0)
(1.3625444106775138, 3.0)
(3.6091655695691887, 4.0)
(2.3130017344814524, 4.0)
(4.529108388543671, 5.0)
(2.8358841392201586, 3.0)
(1.881424103436244, 3.0)
(3.83507271092369, 4.0)
(3.008183894314909, 3.0)
(3.6440427941296725, 5.0)
(1.0002026278708638, 1.0)
(3.365968627442248, 4.0)
(2.9464276199756227, 4.0)
(2.662668103769992, 5.0)
(2.811074488710558, 3.0)
(3.59204652644716, 4.0)
(1.0326196833724945, 1.0)
(3.785326639013522, 4.0)
(3.4640039606146615, 3.0)
(0.7204469960676085, 5.0)
(0.9006949544768703, 5.0)
(0.9293554805291862, 1.0)
(1.1496613125931503, 1.0)
(4.344516318805654, 5.0)
(2.7112270394744993, 4.0)
(5.749543514047296, 5.0)
(3.689353715611972, 4.0)
(2.365790934905717, 2.0)
(3.7516320714482863, 4.0)
(2.7155338815237817, 3.0)
(2.9280876043429824, 3.0)
(3.709845881219891, 4.0)
(1.1988761130357104, 3.0)
(4.6206705336034855, 5.0)
(4.899745863458505, 5.0)
(2.4394815126538942, 5.0)
(2.7863454604914857, 3.0)
(3.7444107816231913, 4.0)
(2.480155781566308, 3.0)
(3.8545626952551877, 4.0)
(4.02930193168035, 4.0)
(2.4049034480482336, 2.0)
(0.2292382431556188, 2.0)
(3.996885488760656, 4.0)
(2.6813724156340446, 3.0)
(2.033777098760372, 3.0)
(3.004155340122586, 3.0)
(2.8520317914185416, 3.0)
(2.434356291946859, 3.0)
(0.895057845899466, 1.0)
(3.4917475874925845, 4.0)
(3.733473235575402, 4.0)
(2.5395355543162594, 4.0)
(2.7185415155430546, 3.0)
(0.35576701010800826, 4.0)
(4.45132756706206, 5.0)
(4.452706662065429, 5.0)
(0.7953621196642879, 3.0)
(0.21396534794179273, 1.0)
(2.9743659409686414, 3.0)
(3.3655039080781286, 4.0)
(2.352924371266663, 3.0)
(1.2702290615101102, 3.0)
RMSE (validation) = 0.900882 for the model trained with rank = 4, lambda = 0.1, and numIter = 10.
begin predictions
Rating(user=964, product=1148, rating=1.7860696167921954)
Rating(user=697, product=1148, rating=0.6141180172264624)
Rating(user=750, product=1148, rating=2.2615462232970427)
Rating(user=1027, product=1148, rating=2.0232703557961886)
Rating(user=699, product=1148, rating=2.6139378184900623)
Rating(user=192, product=1216, rating=3.666502602537718)
Rating(user=356, product=1216, rating=3.2328705129460285)
Rating(user=1049, product=1216, rating=3.538230720744904)
Rating(user=310, product=1216, rating=3.6412395741573627)
Rating(user=241, product=1016, rating=3.8866090206940003)
Rating(user=280, product=1444, rating=2.1415041927147205)
Rating(user=990, product=1444, rating=4.492097914729945)
Rating(user=766, product=1444, rating=5.027874496984708)
Rating(user=674, product=1444, rating=4.60346673827012)
Rating(user=339, product=1444, rating=4.475443431006929)
Rating(user=687, product=1444, rating=4.779478747155173)
Rating(user=817, product=1496, rating=2.674724023667525)
Rating(user=1022, product=1496, rating=1.0560165995394186)
Rating(user=322, product=1004, rating=2.852840602071766)
Rating(user=1066, product=1004, rating=1.2688048223991604)
Rating(user=152, product=1288, rating=3.0866826717904337)
Rating(user=341, product=1288, rating=0.7605814164072774)
Rating(user=990, product=1288, rating=2.9406552051834765)
Rating(user=870, product=1288, rating=3.1262604653289507)
Rating(user=626, product=1460, rating=3.8522739227414657)
Rating(user=542, product=1460, rating=4.060417663303043)
Rating(user=787, product=1460, rating=4.249282127232449)
Rating(user=357, product=1212, rating=3.582147397951341)
Rating(user=935, product=1212, rating=3.4099846959966573)
Rating(user=1091, product=1212, rating=3.818970439748897)
Rating(user=584, product=1428, rating=4.568973639424121)
Rating(user=125, product=1428, rating=2.8674194996359565)
Rating(user=846, product=1428, rating=4.702088984850493)
Rating(user=1017, product=1096, rating=3.0898196091734045)
Rating(user=828, product=1332, rating=0.4645641467315873)
Rating(user=628, product=1332, rating=1.1079988827411913)
Rating(user=392, product=1332, rating=0.9367690451737187)
Rating(user=469, product=1332, rating=1.0470443449241231)
Rating(user=270, product=1332, rating=0.4276847020980013)
Rating(user=447, product=1332, rating=0.8210135150478672)
Rating(user=707, product=1332, rating=1.0432797168336265)
Rating(user=752, product=1420, rating=2.801985486669179)
Rating(user=330, product=1420, rating=0.9716738019002855)
Rating(user=126, product=1420, rating=3.7332211025437942)
Rating(user=274, product=1420, rating=3.5377271129432057)
Rating(user=839, product=1420, rating=3.756574478009366)
Rating(user=934, product=1308, rating=3.6260857393952826)
Rating(user=894, product=1308, rating=2.605207215248073)
Rating(user=602, product=1308, rating=2.0718364577385318)
Rating(user=239, product=1308, rating=3.362341354839377)
Rating(user=652, product=1396, rating=3.8070844325660005)
Rating(user=242, product=1396, rating=3.797615132422249)
Rating(user=512, product=1108, rating=2.9128031912437913)
Rating(user=302, product=1108, rating=0.5926896120843068)
Rating(user=620, product=1132, rating=3.1327935225131593)
Rating(user=514, product=1132, rating=2.654712227791432)
Rating(user=735, product=1132, rating=2.6434509645439928)
Rating(user=596, product=1256, rating=3.0282685818636192)
Rating(user=514, product=1256, rating=3.0894115744871278)
Rating(user=546, product=1256, rating=2.990970287337049)
Rating(user=727, product=1256, rating=3.376512836896447)
Rating(user=559, product=1256, rating=2.9477833214458444)
Rating(user=948, product=1433, rating=3.7010638755047127)
Rating(user=553, product=1433, rating=4.3347162339385985)
Rating(user=1054, product=1433, rating=2.3799751446215502)
Rating(user=227, product=1433, rating=4.093272959873662)
Rating(user=645, product=1217, rating=3.4428424519417553)
Rating(user=236, product=1253, rating=2.7474426136577006)
Rating(user=1069, product=1253, rating=2.6890001937273262)
Rating(user=134, product=1253, rating=2.6301859065477564)
Rating(user=643, product=1253, rating=2.7071028634407273)
Rating(user=587, product=1253, rating=2.911292822113167)
Rating(user=160, product=1161, rating=2.9858484421549027)
Rating(user=1006, product=1157, rating=2.4669076041255833)
Rating(user=684, product=1133, rating=2.148005415829185)
Rating(user=508, product=1133, rating=2.0943838890733484)
Rating(user=267, product=1133, rating=1.8895305682858656)
Rating(user=628, product=1413, rating=3.7766956210868097)
Rating(user=717, product=1413, rating=3.687119704803459)
Rating(user=842, product=1413, rating=1.4818487893068921)
Rating(user=622, product=1413, rating=3.9056957092164075)
Rating(user=238, product=1413, rating=3.6044995921893523)
Rating(user=1086, product=1413, rating=3.623546885201762)
Rating(user=482, product=1245, rating=3.0152133132292427)
Rating(user=430, product=1245, rating=1.4078063354925188)
Rating(user=396, product=1105, rating=2.7886123689574456)
Rating(user=268, product=1105, rating=2.8068433334976852)
Rating(user=453, product=1105, rating=2.7285107105120834)
Rating(user=974, product=1105, rating=2.7541503440342034)
Rating(user=918, product=1105, rating=2.6508665245186713)
Rating(user=970, product=1105, rating=2.7128377108114967)
Rating(user=688, product=1101, rating=3.129492651204841)
Rating(user=1100, product=1101, rating=2.764962152853672)
Rating(user=380, product=1101, rating=2.953544535780437)
Rating(user=885, product=1101, rating=2.9436838821840947)
Rating(user=582, product=1101, rating=3.1101362806134714)
Rating(user=330, product=1101, rating=0.9030516878574463)
Rating(user=198, product=1101, rating=2.869053544624839)
Rating(user=957, product=1437, rating=4.775942466837914)
Rating(user=749, product=1437, rating=4.3682742126672744)
Rating(user=130, product=1437, rating=4.573573039339876)
Rating(user=307, product=1437, rating=0.8424876949526682)
Rating(user=892, product=1453, rating=4.091201990702191)
Rating(user=529, product=1453, rating=4.114793250372996)
Rating(user=649, product=1453, rating=4.348943372843044)
Rating(user=401, product=1453, rating=3.993928604437777)
Rating(user=1026, product=1453, rating=4.65003461615165)
Rating(user=854, product=1453, rating=4.231760859675504)
Rating(user=1038, product=1453, rating=4.5632749028915285)
Rating(user=643, product=1453, rating=4.15995276439375)
Rating(user=332, product=1141, rating=2.7354765171267683)
Rating(user=924, product=1141, rating=2.893285445715558)
Rating(user=137, product=1141, rating=2.8343970936576453)
Rating(user=817, product=1141, rating=2.8909012970047687)
Rating(user=1001, product=1141, rating=2.8036486513177477)
Rating(user=574, product=1141, rating=2.846489663812383)
Rating(user=482, product=1141, rating=2.7354765171267683)
Rating(user=732, product=1441, rating=4.898546616429778)
Rating(user=672, product=1441, rating=4.535549351600872)
Rating(user=504, product=1441, rating=4.624919498253416)
Rating(user=977, product=1441, rating=4.154724096957736)
Rating(user=425, product=1441, rating=4.078612995321784)
Rating(user=747, product=1441, rating=4.3704599590184765)
Rating(user=736, product=1493, rating=2.595652699233223)
Rating(user=504, product=1493, rating=2.7782766261765786)
Rating(user=200, product=1493, rating=2.1972912547328374)
Rating(user=329, product=1493, rating=2.613684963558945)
Rating(user=1009, product=1493, rating=2.436588226630259)
Rating(user=822, product=1493, rating=0.8695412388487014)
Rating(user=734, product=1493, rating=2.6100942715715933)
Rating(user=638, product=1493, rating=4.524532633209011)
Rating(user=714, product=1493, rating=2.531114443797579)
Rating(user=595, product=1493, rating=2.4785507808530336)
Rating(user=1029, product=1129, rating=3.076079411308937)
Rating(user=375, product=1129, rating=3.0776232873251335)
Rating(user=499, product=1129, rating=3.114827277389696)
Rating(user=470, product=1470, rating=2.6598388364792376)
Rating(user=618, product=1470, rating=3.0801573769996775)
Rating(user=998, product=1470, rating=0.8645655203426625)
Rating(user=419, product=1470, rating=1.3958823501814317)
Rating(user=747, product=1470, rating=2.80255384280378)
Rating(user=140, product=1054, rating=2.3923228995064623)
Rating(user=1032, product=1054, rating=2.8074985095991325)
Rating(user=488, product=1054, rating=2.395657483620762)
Rating(user=1065, product=1054, rating=2.1908457769799896)
Rating(user=802, product=1054, rating=2.4407789540023264)
Rating(user=801, product=1146, rating=2.4666891532474207)
Rating(user=506, product=1146, rating=4.26100543164231)
Rating(user=570, product=1146, rating=2.752214920069532)
Rating(user=320, product=1298, rating=3.5830147583210445)
Rating(user=928, product=1298, rating=3.4066277448490623)
Rating(user=439, product=1298, rating=2.791122052440929)
Rating(user=255, product=1342, rating=1.5350919980483162)
Rating(user=519, product=1342, rating=0.8380791710027701)
Rating(user=1064, product=1274, rating=2.8685681771884615)
Rating(user=864, product=1274, rating=3.1383674566767352)
Rating(user=693, product=1274, rating=2.315120358005685)
Rating(user=234, product=1274, rating=0.5991891724978551)
Rating(user=712, product=1378, rating=3.8535485080403387)
Rating(user=280, product=1378, rating=1.8062865816916482)
Rating(user=440, product=1050, rating=2.9912362394640883)
Rating(user=172, product=1050, rating=3.284712249931529)
Rating(user=488, product=1050, rating=3.2704188784225994)
Rating(user=708, product=1458, rating=4.226234805552074)
Rating(user=194, product=1458, rating=4.27349178059005)
Rating(user=970, product=1458, rating=4.046691782858829)
Rating(user=575, product=1458, rating=4.1928312281603475)
Rating(user=796, product=1194, rating=3.5921755289814428)
Rating(user=500, product=1194, rating=3.2343700051268756)
Rating(user=626, product=1194, rating=3.5686446746509053)
Rating(user=722, product=1194, rating=3.5456393569172686)
Rating(user=994, product=1194, rating=2.9355476686536512)
Rating(user=570, product=1194, rating=3.468695624173127)
Rating(user=1063, product=1194, rating=3.7340889482303656)
Rating(user=762, product=1402, rating=3.8225240110953447)
Rating(user=114, product=1402, rating=3.846117974803666)
Rating(user=692, product=1206, rating=3.498062276133714)
Rating(user=750, product=1206, rating=3.3809886580078676)
Rating(user=422, product=1206, rating=3.6415914029315624)
Rating(user=640, product=1238, rating=2.98058502265973)
Rating(user=640, product=1238, rating=2.98058502265973)
Rating(user=593, product=1238, rating=2.9685136375701044)
Rating(user=974, product=1338, rating=1.1773844807483123)
Rating(user=1006, product=1338, rating=0.7236671430337511)
Rating(user=546, product=1338, rating=1.2872939119256588)
Rating(user=494, product=1338, rating=0.5077394383531919)
Rating(user=394, product=1338, rating=1.1001069038127569)
Rating(user=191, product=1338, rating=1.1357656517771546)
Rating(user=1060, product=1446, rating=4.79091243349838)
Rating(user=756, product=1446, rating=1.6546639623603476)
Rating(user=533, product=1446, rating=4.587498908430303)
Rating(user=589, product=1446, rating=4.409924114467943)
Rating(user=141, product=1446, rating=4.726316065118221)
Rating(user=505, product=1134, rating=2.1129573506344443)
Rating(user=566, product=1134, rating=2.2989565117963777)
Rating(user=642, product=1134, rating=2.160222800527091)
Rating(user=674, product=1062, rating=1.7142720745106972)
Rating(user=542, product=1062, rating=3.1563875633270504)
Rating(user=1095, product=1062, rating=1.7142720745106972)
Rating(user=1078, product=1114, rating=2.281844955710878)
Rating(user=662, product=1114, rating=2.905389333423865)
Rating(user=344, product=1110, rating=3.0262108993207244)
Rating(user=596, product=1110, rating=2.835151629126311)
Rating(user=510, product=1110, rating=1.2431977580164708)
Rating(user=849, product=1263, rating=2.835146392031474)
Rating(user=397, product=1263, rating=2.959810771721759)
Rating(user=1094, product=1263, rating=2.1823586596410887)
Rating(user=1076, product=1223, rating=2.588599752319105)
Rating(user=509, product=1223, rating=2.8938811454582725)
Rating(user=143, product=1223, rating=2.8743745867080737)
Rating(user=304, product=1407, rating=3.576238807963411)
Rating(user=618, product=1407, rating=3.9158173418464206)
Rating(user=344, product=1051, rating=2.8462924870062647)
Rating(user=128, product=1051, rating=2.5314102788048536)
Rating(user=468, product=1051, rating=2.341332683764418)
Rating(user=842, product=1051, rating=0.5621575692877008)
Rating(user=698, product=1051, rating=2.6312432225713054)
Rating(user=218, product=1051, rating=2.5904696925828836)
Rating(user=358, product=1051, rating=1.9488757167055688)
Rating(user=364, product=1451, rating=4.061897774181472)
Rating(user=438, product=1451, rating=4.500837747544421)
Rating(user=714, product=1451, rating=4.781128310816189)
Rating(user=846, product=1127, rating=1.7232122898917306)
Rating(user=173, product=1239, rating=3.0103559578668264)
Rating(user=1098, product=1239, rating=3.0283354521705994)
Rating(user=212, product=1395, rating=4.0615287383919885)
Rating(user=456, product=1395, rating=3.6980705385490302)
Rating(user=1058, product=1395, rating=4.050555045518977)
Rating(user=714, product=1395, rating=3.9746552458096267)
Rating(user=924, product=1275, rating=2.877822210000345)
Rating(user=364, product=1275, rating=2.723312671756044)
Rating(user=724, product=1275, rating=2.788392924419867)
Rating(user=861, product=1275, rating=3.1392917103055673)
Rating(user=926, product=1275, rating=3.091343703162155)
Rating(user=766, product=1275, rating=3.4668539682923907)
Rating(user=354, product=1275, rating=2.908610778782804)
Rating(user=1031, product=1275, rating=3.2737056055689635)
Rating(user=871, product=1275, rating=3.1298060837929453)
Rating(user=328, product=1195, rating=3.670814272426954)
Rating(user=648, product=1195, rating=3.62352914183096)
Rating(user=116, product=1195, rating=4.075535627549065)
Rating(user=240, product=1195, rating=3.8222003817384786)
Rating(user=633, product=1195, rating=1.412260575996827)
Rating(user=186, product=1195, rating=3.739962277968158)
Rating(user=150, product=1195, rating=3.7482533758609833)
Rating(user=594, product=1195, rating=2.017681865475112)
Rating(user=347, product=1195, rating=4.875156937156863)
Rating(user=511, product=1195, rating=3.6055813458915464)
Rating(user=952, product=1087, rating=2.8779668869404054)
Rating(user=652, product=1479, rating=3.1717434578572306)
Rating(user=762, product=1479, rating=3.2971167792893206)
Rating(user=886, product=1479, rating=5.065425462091755)
Rating(user=564, product=1231, rating=2.803276525575924)
Rating(user=900, product=1231, rating=3.016942003834367)
Rating(user=1006, product=1231, rating=2.4264722946388204)
Rating(user=1063, product=1231, rating=3.025915873232757)
Rating(user=1084, product=1359, rating=1.040077820839516)
Rating(user=968, product=1359, rating=0.30602620258391466)
Rating(user=1065, product=1359, rating=1.048499228958286)
Rating(user=354, product=1359, rating=0.7916913358344202)
Rating(user=1022, product=1359, rating=1.503043176904578)
Rating(user=538, product=1359, rating=0.9843196739616455)
Rating(user=358, product=1359, rating=0.2774889059656237)
end predictions
(108, 1206, 4.0)
(114, 1402, 4.0)
(188, 1298, 3.0)
(191, 1338, 1.0)
(192, 1216, 4.0)
(194, 1458, 5.0)
(198, 1101, 3.0)
(200, 1493, 4.0)
(204, 1238, 3.0)
(204, 1157, 3.0)
(206, 1433, 5.0)
(212, 1395, 4.0)
(214, 1275, 3.0)
(218, 1051, 4.0)
(226, 1280, 3.0)
(227, 1433, 5.0)
(232, 1275, 3.0)
(234, 1274, 3.0)
(236, 1253, 3.0)
(238, 1413, 4.0)
(239, 1308, 3.0)
(240, 1195, 4.0)
(241, 1016, 2.0)
(242, 1396, 4.0)
(248, 1146, 2.0)
(255, 1342, 1.0)
(258, 1004, 1.0)
(260, 1451, 5.0)
(260, 1298, 3.0)
(263, 1051, 4.0)
(267, 1133, 3.0)
(268, 1105, 3.0)
(270, 1332, 1.0)
(274, 1420, 4.0)
(116, 1195, 4.0)
(125, 1428, 5.0)
(126, 1420, 4.0)
(128, 1051, 3.0)
(278, 1288, 3.0)
(280, 1444, 5.0)
(280, 1378, 4.0)
(284, 1161, 3.0)
(298, 1332, 1.0)
(300, 1275, 3.0)
(302, 1108, 3.0)
(304, 1407, 4.0)
(307, 1437, 5.0)
(310, 1216, 4.0)
(316, 1496, 5.0)
(319, 1110, 3.0)
(320, 1298, 3.0)
(322, 1004, 1.0)
(324, 1493, 2.0)
(325, 1132, 4.0)
(328, 1195, 4.0)
(329, 1493, 3.0)
(330, 1101, 3.0)
(330, 1420, 4.0)
(332, 1141, 1.0)
(339, 1444, 5.0)
(341, 1288, 3.0)
(344, 1051, 2.0)
(344, 1110, 3.0)
(347, 1195, 4.0)
